"ID","True_Label","Pred_Label","Probability","True_Age"
72,"Young","Old",0.429845331288922,44
30,"Young","Old",0.478573723483476,50
31,"Young","Old",0.552239867382117,52
29,"Young","Old",0.378521607726086,49
75,"Young","Old",0.651725352181722,48
80,"Young","Old",0.42397786563576,53
28,"Young","Old",0.651644464432017,48
74,"Young","Old",0.541637356255117,46
79,"Young","Old",0.55594378480894,53
73,"Young","Old",0.0825048045720844,46
78,"Young","Old",0.60017895860035,51
