"ID","True_Label","Pred_Label","Probability","True_Age"
74,"Young","Old",0.473822222222222,46
79,"Young","Old",0.627722222222222,53
80,"Young","Old",0.597633333333333,53
72,"Young","Old",0.0691111111111111,44
78,"Young","Old",0.631677777777777,51
73,"Young","Old",0.0708666666666667,46
76,"Young","Old",0.732011111111112,48
31,"Young","Old",0.53071111111111,52
30,"Young","Old",0.538666666666667,50
29,"Young","Old",0.494144444444445,49
